id,support_democrat,cong_district_region,occupation_code,gender_female,age,party,census_urbanpcnt,census_suburbanpcnt,census_ruralpcnt,census_collegepcnt,census_unemprate,census_medianincome,density_sq_km,on_email_list,avg_dem_performance,pet_owner,golf,hunting,random,likes_cheese,protestant,catholic,jewish,afam,latino,id_d,id_r,score_demo,party_dem,model_v2_score
1106,0.0,3,2,1,61.0,5,1.0,0.0,0.0,0.05594901,0.05576559999999999,46538.0,3414.2546,0,66.1,0,0,1,2,0,0,0,0,0,0,0,0,0.59934932,0,0.230326628962478
1107,1.0,3,9,1,43.0,1,1.0,0.0,0.0,0.13333334,0.04908836,46250.0,2356.061,0,55.1,0,0,0,6,0,1,0,0,0,0,0,0,0.60144663,1,0.9010680062048411
1108,1.0,3,2,0,58.0,1,0.51328725,0.0,0.48671278,0.27171108,0.02478699,80763.0,4.4076585999999995,0,40.8,1,0,0,8,0,0,1,0,0,0,0,0,0.32061008,1,0.8309232646332013
1109,0.0,3,2,1,61.0,2,0.9029218000000001,0.0,0.09707823,0.1105559,0.05037313,57316.0,94.149086,0,51.6,1,1,1,4,0,0,0,0,0,0,0,0,0.54568607,0,0.21593986997989909
1110,1.0,2,5,0,40.0,1,1.0,0.0,0.0,0.26075387,0.02665051,77557.0,350.43677,0,44.5,0,0,0,7,0,0,1,0,0,0,1,0,0.42910001,1,0.8616807561115264
1111,0.0,1,3,1,37.0,2,0.16783217,0.0,0.8321678,0.0,0.0,40703.0,2.1623416,1,53.5,1,0,0,2,0,0,1,0,0,0,0,1,0.45542195,0,0.29353674592263734
1112,,2,7,0,56.0,1,1.0,0.0,0.0,0.20819491,0.05581948,39417.0,2797.603,0,71.1,0,0,0,9,0,1,0,0,0,0,0,0,0.53956306,1,
1113,1.0,3,2,0,56.0,5,,,,,,0.0,0.12175216,1,48.1,0,0,0,5,0,1,0,0,0,0,1,0,,0,0.2762605603620929
1114,1.0,3,4,1,38.0,2,1.0,0.0,0.0,0.10650887,0.02180377,74808.0,1635.0289,0,51.6,0,0,0,8,0,0,0,0,0,0,0,0,0.52110755,0,0.2399842959849423
1115,0.0,2,4,1,51.0,2,0.8641761,0.0,0.13582392,0.11878081,0.03711673,50389.0,140.8905,0,57.6,1,0,0,9,0,1,0,0,0,0,0,0,0.56060696,0,0.2463625315237017
1116,,3,4,0,57.0,5,0.93012744,0.0,0.06987259,0.15454261,0.04030028,77448.0,128.61081000000001,0,38.9,0,0,0,7,0,1,0,0,0,0,0,0,0.41558403,0,
1117,,3,4,1,43.0,2,1.0,0.0,0.0,0.19678715,0.09547739,89102.0,271.56152000000003,0,36.6,0,0,1,7,0,1,0,0,0,0,0,0,0.47205421,0,
1118,,2,6,1,49.0,2,0.316286,0.0,0.68371397,0.23398329,0.00666667,86621.0,110.79535,0,38.0,1,1,1,2,0,0,0,0,0,0,0,0,0.340316,0,
1119,1.0,2,0,1,69.0,1,1.0,0.0,0.0,0.04780877,0.01432665,36667.0,3020.0261,0,59.0,0,0,0,6,0,0,0,0,0,0,0,0,0.62573236,1,0.8782649863827555
1120,0.0,1,2,1,46.0,2,1.0,0.0,0.0,0.34121621,0.04885057,156042.0,393.79785,0,42.4,1,1,0,6,0,0,0,0,0,0,0,0,0.28135893,0,0.13320748206065175
1121,0.0,2,1,0,29.0,2,1.0,0.0,0.0,0.09164421,0.03384616,58352.0,3095.8835,0,52.5,0,0,0,2,0,0,0,0,0,0,0,0,0.49724972,0,0.25088774759271415
1122,0.0,1,3,1,83.0,2,1.0,0.0,0.0,0.17898832,0.10526316,100000.0,617.43066,0,40.7,0,0,1,7,0,1,0,0,0,0,0,0,0.42946628,0,0.13262897245601526
1123,0.0,3,2,0,39.0,2,0.90640289,0.0,0.09359711,0.21622428,0.04329312,68665.0,248.82831000000002,0,46.7,0,1,1,6,0,0,0,0,0,0,0,0,0.43826461,0,0.21562567450848813
1124,0.0,1,9,0,57.0,2,1.0,0.0,0.0,0.02920962,0.14187643,32250.0,2739.7087,0,62.9,0,0,1,8,0,0,0,0,0,0,0,0,0.56843549,0,0.22735693507764676
1125,0.0,1,4,1,29.0,2,1.0,0.0,0.0,0.11307902,0.02463054,32460.0,5285.7188,0,63.7,0,0,0,3,0,0,0,0,0,0,0,1,0.64481372,0,0.3273141582600174
1126,1.0,3,4,0,64.0,1,1.0,0.0,0.0,0.24763705,0.03982301,83731.0,133.95621,1,50.0,1,0,0,1,0,1,0,0,0,0,0,0,0.4051035,1,0.8173521234600188
1127,,3,4,0,32.0,5,1.0,0.0,0.0,0.0332871,0.07281554,38068.0,2675.3738,0,64.1,0,0,1,9,0,1,0,0,0,0,0,0,0.55892098,0,
1128,1.0,2,2,0,48.0,5,0.16709845,0.0,0.83290154,0.07322326,0.04985479,50625.0,2.4796009,0,44.4,0,0,0,6,0,1,0,0,0,0,1,0,0.34745544,0,0.2212133690799613
1129,0.0,3,8,1,67.0,2,1.0,0.0,0.0,0.07133244,0.02010969,56645.0,2209.5198,0,59.0,0,0,1,2,0,0,0,0,0,0,0,0,0.5680834,0,0.20503276370612034
1130,1.0,2,6,1,47.0,1,0.0,0.69935113,0.30064887,0.06137184,0.03074671,45313.0,93.209625,1,45.8,0,0,1,5,0,1,0,0,0,0,0,0,0.40179014,1,0.8974453254743255
1131,,3,3,1,63.0,5,0.68516284,0.0,0.31483716,0.19401947,0.03808244,70129.0,183.87068,0,45.1,0,0,0,3,0,0,0,0,0,0,0,0,0.45795411,0,
1132,1.0,2,5,0,75.0,1,1.0,0.0,0.0,0.26075387,0.02665051,77557.0,350.43677,0,52.1,0,0,1,7,0,0,0,0,0,0,0,0,0.41928375,1,0.8047482967590764
1133,,2,5,1,36.0,2,0.0,0.73636681,0.26363319,0.14207049,0.0810622,51010.0,105.89551999999999,0,35.2,0,0,1,9,0,0,0,0,0,0,0,0,0.38434729,0,
1134,,3,2,1,51.0,2,,,,,,0.0,0.12175216,0,48.1,0,0,0,7,0,0,1,0,0,0,0,0,,0,
1135,0.0,2,2,0,40.0,2,0.93408501,0.0,0.065915,0.14131169,0.02718589,64980.0,69.405441,0,43.0,1,1,0,1,0,1,0,0,0,0,0,0,0.45837137,0,0.2184433532886237
1136,0.0,2,4,0,68.0,2,1.0,0.0,0.0,0.21576433,0.02235598,62649.0,1919.5364,0,58.1,0,0,1,3,0,0,0,0,0,0,0,0,0.4671959,0,0.16976824517839298
1137,0.0,3,4,1,31.0,2,1.0,0.0,0.0,0.16143277,0.06104129,62599.0,1500.0416,0,51.4,0,0,0,5,0,0,0,0,0,0,0,0,0.55601752,0,0.2736644705667269
1138,,3,1,1,60.0,2,1.0,0.0,0.0,0.32307693,0.0238806,108475.0,2383.2214,0,41.7,0,0,0,5,0,0,0,0,0,0,0,0,0.40508363,0,
1139,0.0,2,8,1,75.0,2,0.0,0.0,1.0,0.0882353,0.0170068,41442.0,0.32937035,0,40.2,0,0,0,1,0,1,0,0,0,0,0,1,0.40393346,0,0.20875474881076028
1140,,3,9,1,58.0,2,1.0,0.0,0.0,0.18248175,0.024961,49028.0,4612.3794,0,65.0,1,0,1,1,0,1,0,0,0,0,0,0,0.58716524,0,
1141,0.0,2,5,0,72.0,1,1.0,0.0,0.0,0.37741455,0.0,98532.0,1041.4043,0,46.6,1,0,1,3,0,0,1,0,0,0,0,0,0.35573971,1,0.7841617904483272
1142,0.0,3,0,1,42.0,2,1.0,0.0,0.0,0.17224489,0.01124744,78968.0,1313.5677,0,45.0,1,0,1,3,0,1,0,0,0,0,0,0,0.50440574,0,0.22582853808699757
1143,0.0,2,9,1,71.0,2,0.0,0.46319443,0.53680557,0.14806629999999998,0.01410658,60536.0,10.581583,0,34.1,0,0,1,10,0,1,0,0,0,0,0,1,0.34904921,0,0.19273887961149538
1144,1.0,1,3,1,69.0,5,0.91910052,0.0,0.08089945,0.25410697,0.05022831,63578.0,27.444939,0,48.0,0,0,0,1,0,1,0,0,0,0,0,0,0.52104521,0,0.1927658737071175
1145,,3,3,1,67.0,2,1.0,0.0,0.0,0.10495627,0.05400697,56316.0,1747.5315,0,55.0,0,1,1,4,0,0,0,0,0,0,0,0,0.56707573,0,
1146,0.0,3,4,1,72.0,2,1.0,0.0,0.0,0.25346312,0.03633061,78204.0,3455.0278,0,51.1,0,0,0,5,0,1,0,0,0,0,0,0,0.49374214,0,0.17076693928581102
1147,,2,9,1,68.0,2,0.0,1.0,0.0,0.27659574,0.01495327,68684.0,38.514187,0,39.5,1,0,1,7,0,1,0,0,0,0,0,0,0.32246408,0,
1148,0.0,3,4,1,71.0,1,1.0,0.0,0.0,0.15411931,0.10402685,40769.0,1543.619,0,51.0,0,0,0,4,0,0,1,0,0,0,0,0,0.60784012,1,0.8722389063859721
1149,0.0,2,2,0,58.0,2,1.0,0.0,0.0,0.16159496,0.0,74310.0,1521.4001,0,51.4,0,0,1,10,0,0,0,0,0,0,0,0,0.4386411,0,0.17378057879690176
1150,1.0,1,8,1,59.0,1,1.0,0.0,0.0,0.07221813,0.07278106,27894.0,5272.6733,0,61.6,0,1,0,1,0,0,0,0,0,0,0,0,0.65080297,1,0.896756955716019
1151,,1,7,1,57.0,1,1.0,0.0,0.0,0.09736309,0.07464608,51630.0,579.3392299999999,0,57.6,0,0,1,3,0,0,0,0,0,0,0,0,0.58366585,1,
1152,0.0,2,7,0,72.0,2,1.0,0.0,0.0,0.3106547,0.07438017,76417.0,2095.1345,0,57.0,0,0,0,3,0,0,0,0,0,0,0,1,0.42054695,0,0.14924583880091846
1153,1.0,2,5,1,78.0,1,0.0,1.0,0.0,0.10495050000000002,0.04249292,50385.0,1599.0999,0,36.8,0,0,1,1,0,0,1,0,0,1,0,0,0.37682316,1,0.8537371028020171
1154,1.0,3,1,1,75.0,5,1.0,0.0,0.0,0.13685848,0.05954323,56125.0,3065.4373,0,53.6,1,0,1,1,1,0,0,0,0,0,0,0,0.56374669,0,0.19068826862616794
1155,1.0,3,3,1,66.0,5,0.91910052,0.0,0.08089945,0.25410697,0.05022831,63578.0,27.444939,0,52.2,0,0,0,4,0,0,1,0,0,0,0,0,0.52190483,0,0.19833544619960222
1156,,3,4,1,78.0,2,1.0,0.0,0.0,0.09617548,0.06113537,48171.0,1231.3881,0,47.8,0,0,0,2,0,0,1,0,0,0,0,0,0.58796006,0,
1157,1.0,2,2,0,39.0,1,0.51328725,0.0,0.48671278,0.27171108,0.02478699,80763.0,4.4076585999999995,1,51.1,0,1,0,6,0,1,0,0,0,0,0,0,0.32538086,1,0.8601370167309749
1158,1.0,2,7,0,56.0,1,1.0,0.0,0.0,0.05700326,0.04279749,40718.0,2026.5107,0,69.4,1,0,1,1,0,0,0,0,0,0,0,0,0.54340827,1,0.8726102126850357
1159,1.0,2,6,1,69.0,1,0.99703401,0.0,0.00296597,0.29125249,0.02893518,61356.0,890.1550900000001,0,52.1,0,0,0,10,0,0,0,0,0,0,1,0,0.54207331,1,0.8564280257278938
1160,0.0,2,0,0,78.0,2,0.0,1.0,0.0,0.07880435,0.07809111,44167.0,1417.1168,0,45.7,0,0,0,9,0,1,0,0,0,0,0,0,0.32540411,0,0.17322584355220658
1161,1.0,3,6,0,54.0,1,1.0,0.0,0.0,0.13541391,0.05086739,45915.0,3707.9072,0,59.7,0,0,0,9,0,1,0,0,0,0,0,0,0.52461863,1,0.8707731276346224
1162,0.0,2,2,0,74.0,2,0.51328725,0.0,0.48671278,0.27171108,0.02478699,80763.0,4.4076585999999995,1,51.5,0,0,0,6,0,1,0,0,0,0,0,0,0.31662142,0,0.14214247319293027
1163,,3,8,1,67.0,1,1.0,0.0,0.0,0.1392922,0.07252679,40504.0,3883.3704,1,63.9,0,0,0,7,0,0,1,0,0,1,0,0,0.61066794,1,
1164,0.0,2,9,1,70.0,2,0.0,1.0,0.0,0.12436116,0.04761905,50822.0,410.78076,0,40.3,0,0,1,4,0,1,0,0,0,0,0,0,0.37679928,0,0.20657652902751156
1165,1.0,1,2,1,41.0,1,1.0,0.0,0.0,0.36560935,0.0,60625.0,2307.0476,0,44.1,1,0,0,10,0,0,0,0,0,0,0,0,0.54935539,1,0.8930258879147328
1166,,2,5,1,62.0,1,0.91388267,0.0,0.0861173,0.21953675,0.01011378,62198.0,69.45970200000001,0,47.5,1,0,0,1,0,0,0,0,0,0,0,0,0.52815801,1,
1167,,2,7,1,53.0,1,1.0,0.0,0.0,0.06416465,0.04600812,49500.0,2858.4575,1,72.5,0,0,0,8,0,0,0,0,0,0,0,0,0.59277886,1,
1168,,3,3,0,88.0,1,1.0,0.0,0.0,0.03707415,0.10985278,30924.0,2917.3315,0,59.9,0,0,0,5,0,1,0,0,0,0,0,0,0.56345761,1,
1169,,1,5,1,78.0,1,1.0,0.0,0.0,0.0960068,0.08873874,30625.0,3669.8572,0,63.3,0,1,0,2,0,0,0,0,0,0,1,0,0.63713324,1,
1170,0.0,2,2,1,29.0,2,0.93408501,0.0,0.065915,0.14131169,0.02718589,64980.0,69.405441,0,43.7,0,0,0,7,0,0,0,0,0,0,0,0,0.53731441,0,0.27471222476357776
1171,0.0,2,3,1,74.0,5,0.0,1.0,0.0,0.13662457,0.04185351,41875.0,318.02585,0,31.2,1,1,1,6,0,0,1,0,0,1,0,0,0.40041083,0,0.21015676131658506
1172,,1,3,1,36.0,2,1.0,0.0,0.0,0.09157509,0.07781457,40000.0,4530.3477,0,61.9,0,0,0,3,0,0,0,0,0,0,0,0,0.62272364,0,
1173,1.0,1,3,1,58.0,1,0.89912504,0.0,0.10087494,0.11487482,0.4246231,66875.0,203.62663,0,47.4,0,0,1,10,0,1,0,0,0,0,0,0,0.51386613,1,0.8668337431136043
1174,0.0,3,2,1,54.0,2,0.90640289,0.0,0.09359711,0.21622428,0.04329312,68665.0,248.82831000000002,0,46.7,0,0,0,10,0,1,0,0,0,0,0,0,0.509592,0,0.21512829399647515
1175,1.0,2,5,1,68.0,1,0.83159411,0.0,0.1684059,0.34122491,0.01959307,110069.0,8.502690300000001,0,45.9,1,1,1,4,0,1,0,0,0,0,0,0,0.36449081,1,0.8057335644207776
1176,0.0,2,3,0,50.0,2,0.0,0.14630225,0.85369778,0.04339623,0.13055181,46333.0,0.43958616,0,30.7,0,0,1,4,0,1,0,0,0,0,0,0,0.32796586,0,0.22284649566316087
1177,,2,1,1,77.0,1,1.0,0.0,0.0,0.13900416,0.015046299999999999,52841.0,2674.1836,0,53.0,1,0,0,1,0,1,0,0,0,0,0,0,0.57304352,1,
1178,,3,5,0,77.0,2,1.0,0.0,0.0,0.11485826,0.06073992,40223.0,2177.8687,0,50.0,0,1,1,9,0,0,0,0,0,0,0,0,0.53581941,0,
1179,,1,3,0,72.0,1,0.80747765,0.0,0.19252232,0.21702838,0.03313253,71139.0,70.902016,0,49.8,0,1,0,8,0,1,0,0,0,0,0,0,0.40191263,1,
1180,,1,3,1,76.0,2,0.16783217,0.0,0.8321678,0.0,0.0,40703.0,2.1623416,0,56.1,0,0,0,6,0,0,0,0,0,0,0,0,0.44433904,0,
1181,0.0,2,6,1,60.0,2,0.0,0.46930692,0.53069305,0.20366599,0.04005341,53333.0,2.2505447999999997,0,28.1,0,0,1,10,0,0,1,0,0,0,0,0,0.36884001,0,0.22321915168120754
1182,,2,2,1,44.0,2,1.0,0.0,0.0,0.23752496,0.02286402,80178.0,979.7479199999999,0,44.8,1,0,0,4,0,0,0,0,0,0,1,0,0.49684486,0,
1183,1.0,1,0,1,81.0,1,1.0,0.0,0.0,0.20324629,0.02325581,58523.0,2012.0555,0,53.3,1,0,0,9,0,0,0,0,0,0,1,0,0.55205136,1,0.8410588349361141
1184,1.0,1,7,1,49.0,1,1.0,0.0,0.0,0.06010568,0.09991942,48508.0,624.94562,1,67.2,0,0,0,5,0,0,0,0,1,0,1,0,0.83481842,1,0.8929220237333385
1185,,1,4,0,63.0,2,1.0,0.0,0.0,0.17582418,0.03193613,81043.0,3090.7961,0,52.0,0,0,0,3,0,1,0,0,0,0,0,1,0.41668031,0,
1186,0.0,2,2,0,65.0,2,0.8170163,0.0,0.18298368,0.28099173,0.03583502,74384.0,225.86587999999998,0,40.8,0,0,1,2,0,0,0,0,0,0,0,0,0.3933959,0,0.16215873046823417
1187,0.0,1,3,0,75.0,2,0.16783217,0.0,0.8321678,0.0,0.0,40703.0,2.1623416,0,53.3,0,0,1,6,0,0,1,0,0,0,0,0,0.37139720000000004,0,0.18229924597283528
1188,0.0,3,9,0,47.0,2,1.0,0.0,0.0,0.2675862,0.06074297,56359.0,539.96185,0,52.3,0,0,0,4,0,1,0,0,0,0,0,0,0.48889342,0,0.21568809205491477
1189,,3,2,1,50.0,1,1.0,0.0,0.0,0.17583808,0.02467344,60250.0,3939.0027,0,61.3,0,0,1,10,0,1,0,0,0,0,0,0,0.55712944,1,
1190,,3,2,0,80.0,2,0.6950534,0.0,0.3049466,0.21111111,0.03056517,56952.0,273.85172,0,51.8,1,1,0,9,0,1,0,0,0,0,0,0,0.41815206,0,
1191,0.0,1,7,0,60.0,2,1.0,0.0,0.0,0.1201232,0.032,59779.0,2170.5288,0,52.9,0,0,0,4,0,0,1,0,0,0,0,0,0.48270282,0,0.18682925493734806
1192,,2,8,0,51.0,2,0.0,0.0,1.0,0.09318637,0.07260726,35993.0,,0,40.2,0,0,1,10,0,0,0,0,0,0,0,0,0.35350591,0,
1193,1.0,1,7,0,65.0,1,1.0,0.0,0.0,0.09736309,0.07464608,51630.0,579.3392299999999,0,57.5,0,0,1,10,0,1,0,0,0,0,0,0,0.50621188,1,0.8499190945467388
1194,,3,4,1,48.0,2,1.0,0.0,0.0,0.12170754,0.03729604,79733.0,613.6496599999999,0,46.4,0,1,1,5,0,0,0,0,0,0,0,0,0.50271976,0,
1195,,2,2,1,57.0,2,0.93408501,0.0,0.065915,0.14131169,0.02718589,64980.0,69.405441,0,43.6,0,0,1,3,0,0,1,0,0,0,0,0,0.52931219,0,
1196,,2,2,1,71.0,2,0.51328725,0.0,0.48671278,0.27171108,0.02478699,80763.0,4.4076585999999995,0,44.6,1,0,0,9,0,0,1,0,0,0,0,0,0.38648963,0,
1197,0.0,2,2,0,30.0,2,0.5536859000000001,0.0,0.44631409999999994,0.11267605,0.07748538,52250.0,35.358528,0,44.3,1,0,1,9,0,0,0,0,0,0,0,0,0.42153025,0,0.2575608992520922
1198,,1,4,1,76.0,1,1.0,0.0,0.0,0.02272727,0.12637363,40325.0,3311.0417,0,66.5,1,0,0,5,0,1,0,0,0,0,0,0,0.61382782,1,
1199,,3,9,1,46.0,5,1.0,0.0,0.0,0.10468319999999999,0.03505155,54509.0,263.60556,0,54.6,0,0,0,3,0,0,1,0,0,1,0,0,0.57841051,0,
1200,1.0,3,2,1,38.0,1,0.84848487,0.0,0.15151516,0.15277120000000002,0.04597396,55191.0,240.34489,0,55.7,0,1,0,5,0,0,0,0,0,0,0,0,0.54520363,1,0.9001858402702044
1201,,2,5,0,62.0,2,0.55473554,0.0,0.44526446,0.2388535,0.02982107,85000.0,73.336189,0,43.6,0,0,0,3,1,1,0,0,0,0,0,0,0.31756318,0,
1202,0.0,3,3,0,36.0,5,0.93012744,0.0,0.06987259,0.15454261,0.04030028,77448.0,128.61081000000001,0,51.1,0,0,0,7,0,0,0,0,0,0,0,0,0.42145240000000006,0,0.21022214316200175
1203,0.0,2,9,0,69.0,2,0.91848761,0.0,0.08151239999999998,0.13414212,0.05337742,56129.0,,0,39.5,0,0,0,6,0,1,0,0,0,0,0,0,0.47313523,0,0.17525207732887246
1204,1.0,1,0,0,54.0,1,1.0,0.0,0.0,0.20324629,0.02325581,58523.0,2012.0555,0,53.3,0,0,0,2,0,0,0,0,0,0,0,0,0.48404574,1,0.8594462549806291
1205,0.0,1,4,1,70.0,2,1.0,0.0,0.0,0.09326425,0.10597015,45268.0,3308.0051,0,58.8,0,0,0,2,0,0,1,0,0,0,0,0,0.59824318,0,0.21367630322789977
1206,1.0,3,8,1,65.0,1,1.0,0.0,0.0,0.084,0.07939699,47414.0,2356.5317,0,55.1,0,0,0,4,0,0,0,0,0,0,0,0,0.59417283,1,0.8744105493064576
1207,0.0,2,3,0,49.0,2,0.0,0.0,1.0,0.08952959,0.0479452,37778.0,0.1661898,0,35.9,0,0,0,6,0,0,1,0,0,1,0,0,0.3495703,0,0.236591683539473
1208,1.0,2,2,1,54.0,1,0.0,0.45127118,0.54872882,0.07540395,0.01965065,55781.0,0.06588641,0,37.7,0,1,1,3,0,0,0,0,0,0,0,0,0.3698661,1,0.8814161857358895
1209,,2,2,1,47.0,2,1.0,0.0,0.0,0.19160584,0.00883002,82309.0,74.611221,0,47.7,0,0,1,8,0,0,0,0,0,0,0,0,0.49209839,0,
1210,0.0,2,8,0,59.0,5,0.0,0.0,1.0,0.07733813,0.06896552,35945.0,5.876862,0,41.3,0,0,1,4,0,1,0,0,0,0,0,0,0.35229784,0,0.21834083881844887
1211,0.0,2,5,0,63.0,5,0.0,0.46930692,0.53069305,0.20366599,0.04005341,53333.0,2.2505447999999997,0,34.3,0,1,0,8,0,1,0,0,0,0,0,0,0.30059913,0,0.1890028667956001
1212,1.0,2,0,0,60.0,2,0.0,0.0,1.0,0.08757397,0.07267442,49297.0,20.399015,0,44.7,0,0,0,10,0,0,0,0,0,0,0,0,0.31629085,0,0.19940647792346425
1213,1.0,2,9,1,77.0,1,0.0,1.0,0.0,0.14065181,0.07596372,38323.0,1975.1498,0,42.9,0,0,1,4,0,0,0,0,0,0,0,0,0.40924874,1,0.8663341789295896
1214,,3,0,0,37.0,1,0.7955097,0.0,0.20449029,0.22301024,0.02313625,73403.0,54.05344399999999,1,45.0,1,0,0,3,0,0,0,0,0,0,1,0,0.40251729,1,
1215,0.0,2,2,1,61.0,2,0.87824243,0.0,0.12175754,0.12453299999999999,0.02298288,65083.0,254.5546,0,46.5,0,0,0,5,0,0,0,0,0,0,0,0,0.51716429,0,0.20598298652262154
1216,,3,3,1,60.0,2,0.91910052,0.0,0.08089945,0.25410697,0.05022831,63578.0,27.444939,0,43.2,0,0,0,4,0,0,0,0,0,0,0,1,0.5236237,0,
1217,0.0,3,3,1,56.0,2,1.0,0.0,0.0,0.07249256,0.06088083,62708.0,1363.0322,1,55.5,1,0,0,10,0,0,0,0,0,0,0,0,0.55303442,0,0.2189139996925407
1218,,3,6,1,76.0,1,1.0,0.0,0.0,0.16990291,0.12446352,61100.0,866.45978,0,52.4,0,0,0,3,0,0,0,0,0,0,1,0,0.54664403,1,
1219,1.0,3,2,0,42.0,1,1.0,0.0,0.0,0.07132769,0.05492589,46771.0,2930.3623,0,58.5,0,0,0,1,0,0,0,0,0,0,0,0,0.52870142,1,0.8852227603381446
1220,0.0,2,5,1,47.0,2,0.0,0.68728042,0.31271961,0.15672451,0.015612799999999998,56633.0,25.990067,0,32.2,0,0,0,8,0,1,0,0,0,0,0,0,0.36560714,0,0.24619817141277123
1221,,2,6,1,75.0,2,0.83159411,0.0,0.1684059,0.34122491,0.01959307,110069.0,8.502690300000001,0,39.9,0,0,0,1,0,0,0,0,0,0,0,0,0.36263093,0,
1222,,3,3,1,51.0,2,0.0,0.0,1.0,0.21839081,0.19540229,53529.0,0.3105447,0,47.1,0,0,0,2,0,0,0,0,0,0,0,0,0.36869222,0,
1223,0.0,2,0,1,58.0,2,0.0,1.0,0.0,0.11561561,0.048016699999999995,45231.0,630.22925,0,34.7,1,1,1,5,0,0,1,0,0,0,0,0,0.39622262,0,0.23848677218548722
1224,1.0,1,7,1,51.0,1,1.0,0.0,0.0,0.23873325,0.06564987,67010.0,2878.8501,0,56.0,1,0,0,1,0,1,0,0,0,0,1,0,0.53342998,1,0.8759718111676897
1225,1.0,2,6,1,43.0,1,0.0,0.0,1.0,0.064,0.07335907,40455.0,22.139479,0,44.8,0,0,1,6,0,1,0,0,0,0,0,1,0.41634145,1,0.9049764564036519
1226,,1,7,1,42.0,5,1.0,0.0,0.0,0.16134454,0.055999999999999994,57404.0,1408.2362,0,64.4,0,0,1,9,0,0,0,0,0,0,0,0,0.56814378,0,
1227,1.0,2,4,1,57.0,1,1.0,0.0,0.0,0.19844961,0.02371541,54000.0,2156.5349,0,60.6,0,0,0,2,0,0,0,0,0,0,0,0,0.57228672,1,0.8791304290886737
1228,0.0,2,8,1,33.0,2,0.21559522,0.42459056,0.35981423,0.12339332,0.06312127,44526.0,8.5937424,0,42.2,0,0,1,7,0,1,0,0,0,0,0,0,0.44841847,0,0.297233647474969
1229,0.0,1,4,0,23.0,2,1.0,0.0,0.0,0.24038461,0.01927525,70227.0,2845.6833,0,49.8,0,0,0,9,0,0,0,0,0,0,0,0,0.45646617,0,0.24702601262009605
1230,1.0,2,2,0,59.0,5,1.0,0.0,0.0,0.19160584,0.00883002,82309.0,74.611221,0,47.7,0,0,1,5,0,1,0,0,0,0,1,0,0.41357794,0,0.16349066395224496
1231,0.0,3,8,0,79.0,2,1.0,0.0,0.0,0.06704438,0.09222738,32188.0,1956.0702,0,61.8,1,0,1,10,0,0,0,0,0,0,0,0,0.56097877,0,0.1850547801597856
1232,0.0,3,6,0,83.0,2,1.0,0.0,0.0,0.13053197,0.06731260000000001,54167.0,1219.5347,0,54.4,0,0,0,10,0,0,0,0,0,0,0,0,0.49190935,0,0.1545995478070688
1233,1.0,2,9,0,87.0,2,0.0,1.0,0.0,0.25120774,0.01498929,59917.0,451.39108,0,43.5,0,0,0,3,0,0,0,0,0,0,0,0,0.27710619999999997,0,0.14301498971843266
1234,,1,7,1,57.0,1,1.0,0.0,0.0,0.17693837,0.05433962,57375.0,452.41170999999997,0,72.5,0,0,0,4,0,0,0,0,0,0,1,0,0.56323969,1,
1235,,1,3,1,42.0,2,1.0,0.0,0.0,0.2096248,0.00519481,50430.0,3548.1296,0,61.9,1,1,1,4,0,0,0,0,0,0,0,0,0.58643192,0,
1236,0.0,3,2,1,29.0,2,1.0,0.0,0.0,0.17770491,0.05022831,54333.0,3302.7517,0,58.8,0,0,0,5,0,0,0,0,1,0,0,0,0.82521355,0,0.2913501927410149
1237,1.0,2,5,1,65.0,1,0.56073004,0.0,0.43926999,0.36229205,0.01234568,78604.0,243.88400000000001,0,42.9,0,1,0,6,0,1,0,0,0,0,0,0,0.39941028,1,0.8455725650053257
1238,1.0,1,3,0,65.0,5,0.80747765,0.0,0.19252232,0.21702838,0.03313253,71139.0,70.902016,0,44.7,0,0,0,3,0,0,0,0,0,0,0,0,0.40384632,0,0.16558333572189576
1239,,2,4,0,80.0,1,1.0,0.0,0.0,0.18264841,0.02677747,50139.0,518.9753400000001,1,52.0,0,0,0,10,0,0,0,0,0,0,1,0,0.50247413,1,
1240,1.0,3,4,0,86.0,1,1.0,0.0,0.0,0.15486726,0.13076924,50735.0,1759.4506,1,50.0,0,0,0,9,0,1,0,0,0,0,0,0,0.49943185,1,0.8165299498274179
1241,1.0,3,8,0,67.0,5,1.0,0.0,0.0,0.03582555,0.05375754,27328.0,3632.5542,0,64.4,0,1,1,10,0,0,1,0,0,0,0,0,0.58037871,0,0.21359216445759407
1242,0.0,2,8,0,76.0,2,0.0,0.86166126,0.13833876,0.10521416,0.07321131,43648.0,163.24053999999998,0,36.7,0,0,0,4,0,1,0,0,0,0,0,0,0.32613275,0,0.1772147202538488
1243,,2,9,0,45.0,5,0.0,1.0,0.0,0.06303725,0.10398614,45170.0,488.20309000000003,0,40.3,0,0,1,6,0,0,0,0,0,0,0,0,0.33162752,0,
1244,0.0,2,6,0,56.0,2,0.0,0.0,1.0,0.03041145,0.11052632,29792.0,0.08235585,0,51.7,0,0,1,2,0,0,1,0,0,0,0,0,0.37180096,0,0.23280123796379043
1245,0.0,2,6,1,38.0,2,0.8641761,0.0,0.13582392,0.11878081,0.03711673,50389.0,140.8905,0,50.4,0,0,1,2,0,0,0,0,0,0,0,0,0.56428069,0,0.27594267755388835
